price,sqft_living,yr_built
1125000,2520,1925
255000,1970,1977
500000,1520,1951
855000,2600,1960
390000,2290,1920
339000,1979,1956
1325000,2170,1905
429900,1820,1962
370900,1200,1975
457500,1210,1952
499000,1970,1999
225000,1040,1947
615000,1920,1950
455000,1020,2001
458000,1660,1940
580000,1670,1974
966000,3810,2008
240000,2020,1954
229050,420,1949
328500,1390,2004
319000,2010,1964
650000,1820,1945
398500,1630,1996
250000,800,1931
815000,2270,1968
1065000,2290,1995
510000,2750,1981
156000,590,1947
254500,2570,1998
760000,2050,1960
210000,1610,1994
349950,2140,1991
676000,1730,1942
475000,2440,2006
880000,3220,1931
1209000,4330,1997
420000,1780,1958
607000,1230,1951
475000,2160,1981
395000,1400,1916
650000,1900,1954
625000,2910,1966
849000,2960,1995
429950,2010,1951
825000,3760,2002
505000,1020,1916
265000,1290,2008
283000,890,1954
560000,1620,1979
765000,3360,1987
610000,2930,1975
589000,2940,1996
192500,1080,1900
3200000,4560,1995
550000,1010,1940
460000,1790,1928
264500,2060,1962
339000,1150,1947
950000,4030,1992
677500,2020,1956
690000,2740,1999
312000,1930,1984
840000,2500,1966
357500,2080,2004
675000,1460,1940
515000,3290,1988
491234,1540,2014
290000,1310,1988
490000,2120,1975
810000,2920,1964
252000,1150,1956
299999,2380,2001
400000,2220,1993
530000,3020,1925
357000,2460,1955
365000,1820,1939
804000,2620,2005
808250,1750,1914
360000,2020,1994
240000,1240,1987
335000,1380,1988
380000,1920,1953
350000,1680,1940
194000,1400,1964
310000,1240,1936
315000,1410,1980
258950,1440,1985
479000,1230,2004
510000,1550,1966
400000,1760,1967
1450000,5000,2004
680000,2140,1913
1750000,3510,1906
335000,2010,1967
460000,3390,1978
440000,2160,1966
412250,1300,2006
185000,1280,1985
286500,1840,1975
422000,3200,2002
408000,2800,1985
306500,1390,1949
359900,2600,2005
560000,1960,2002
259875,1250,1970
385000,1250,1970
188000,550,1945
1142000,2500,1926
255000,1250,1927
1185000,3020,1976
635200,1640,1921
355000,1870,1956
544000,1760,1998
402000,1320,1998
575000,1430,1910
216000,1580,1977
1200000,4170,2004
850000,3090,1923
238000,1020,2004
625000,2180,1912
1110000,3350,1997
820000,2510,1995
355000,1880,1974
495000,1810,1960
1300000,4170,1991
398750,2230,1954
835000,3650,2006
705000,2830,1967
625000,2120,1900
550000,2090,1990
540000,2600,1940
519000,830,1920
311000,1975,1996
305000,1900,1968
395000,2640,1963
275000,1610,1969
450000,1770,2003
324000,1070,1955
2795000,4590,1928
565000,1540,1906
373000,1590,1960
613000,1170,1927
614000,2880,1981
595000,2510,1964
440000,1280,1983
425000,1570,1954
407000,740,1912
472000,1740,1955
472000,1180,2010
1250000,2960,1959
412000,1880,1945
717000,1150,1959
425000,1320,1959
299999,1640,1944
254000,1470,1992
178500,900,1961
800000,1510,1910
420000,1440,1922
319900,1380,1940
350000,1150,1944
968000,3610,1959
491000,1250,2000
948000,3510,2002
900000,2260,1925
270000,2840,1977
198000,1430,1980
250000,1420,1953
615000,2120,2004
550000,2080,1988
190000,1370,1987
629000,1900,1984
434000,1660,1955
415885,1310,1964
550000,1840,1926
272000,1040,1991
665000,2610,1988
510000,1990,1971
530000,3080,1965
355000,1200,1970
255000,1250,1955
790000,2640,1990
695000,1790,1952
255000,1140,1954
410000,1790,1985
650000,1910,1940
675000,1530,1913
332888,1050,2007
300000,1730,1976
320000,1100,1954
342500,2100,1963
752875,2800,1992
1730000,5000,2008
255000,880,1910
244000,1470,1991
1420000,3950,2006
218000,980,1956
359000,2180,1950
840000,3040,2003
900000,4130,1985
205000,1850,1972
205000,1600,1993
500000,2070,1951
510000,3180,2001
1135000,6900,2002
1545000,2640,1908
210000,1920,1953
597500,2030,1981
400000,1140,1932
412000,1660,1952
299950,1390,2005
1081000,2490,1922
422500,2550,1990
410000,1270,1968
1400000,2980,1900
245000,1470,1974
720000,3550,1990
315000,780,1935
191950,1390,1987
455000,2440,2005
523000,1260,1931
250000,1640,1918
294000,1670,1929
490000,2380,1961
310000,1030,1971
265000,1560,1961
402000,1640,1968
705000,2200,2007
589450,3190,2005
219950,1200,1964
750000,2250,1975
478000,1960,1904
170000,1250,1958
489950,2640,1986
1370000,2460,1936
319950,1700,1996
208417,840,1938
410000,1900,1914
590000,2160,1969
648000,1610,1961
255000,1720,1998
465000,2190,2004
622000,3020,1958
306000,1980,1991
617000,1880,1947
438750,1610,1947
1280000,3260,1930
995000,3970,1979
1580000,4570,1948
635000,2620,1911
215000,1180,1970
530000,1365,2003
295000,720,1943
245000,1350,1981
400000,3060,1967
303000,1850,1993
330000,1320,1970
700000,1990,1980
126000,610,1922
850000,2500,1955
405000,1440,1965
869900,2750,1987
485000,1790,1951
400000,1050,2004
299950,1780,2011
585000,2200,1994
495000,1720,1938
2200000,5840,2006
447000,1520,1984
206000,1320,1968
500000,1070,1930
302500,1990,1994
1250000,4980,1982
391000,890,1946
250000,1440,1986
435000,2440,2003
160000,1800,1962
451000,2260,2003
206000,810,1944
590000,2240,1940
695000,4560,1986
350000,1550,1954
1236300,3180,2001
395000,2950,1970
419000,2190,1999
592350,1570,2006
855000,3420,2003
771000,2420,1991
325000,1570,1967
1850000,3680,1925
545000,1910,1953
615000,1780,1927
625500,2160,1953
232000,1460,1966
168000,1370,1963
238000,1370,1963
260000,1500,1998
460000,1210,1951
900000,2850,1952
289950,1090,1947
265000,1450,1991
465000,1820,1977
370000,1320,1971
240000,1670,1941
232000,1440,1943
237502,980,1951
1280000,4340,2008
957000,2860,1966
218000,1140,1970
205000,1120,1968
350000,1460,2006
256000,2050,2002
275000,1250,1952
372000,2520,1990
688888,2580,1978
170000,1200,1976
530000,2140,1962
905000,3440,2006
365000,1800,1979
312000,1790,1981
400000,1250,1922
278750,800,1936
510000,1410,1965
527700,1330,2009
740000,2890,1931
512000,2550,1996
362000,2880,2001
225000,660,1940
491500,1470,1985
429950,1700,1959
375000,1040,1955
199400,880,1916
364900,2490,1996
324950,1210,1941
467000,2080,1909
380000,1380,1954
250000,1620,1966
700000,1680,1921
206990,1330,1976
670000,1730,1928
315000,790,1955
319950,2240,1985
419000,1500,1958
205000,1800,1989
335000,1980,2004
397000,1340,1953
370000,750,1908
330000,1790,1969
1785000,5490,1996
399000,1940,1978
400000,2670,1972
249900,1220,1994
717000,1310,1956
319000,1930,1995
635000,2100,1972
355000,1180,1977
1600000,4320,1990
585000,3140,1951
320000,2320,1960
305495,2110,1966
240000,1790,1960
199950,1740,1959
1620000,3820,2005
770000,2050,1930
255000,1680,2002
289000,1930,1974
494500,3760,2002
746000,2370,1973
385000,2120,1978
688100,2370,1987
870300,2350,1910
310000,1180,1956
500000,2270,1999
255000,1830,1977
1475000,3910,1949
154500,890,1957
425000,1820,1974
700000,2440,1988
410500,1110,1916
432000,1870,1969
530000,1240,1914
465000,1560,1967
498688,1910,1989
573500,2200,1952
349900,2530,1994
220000,1130,1958
260000,820,1918
290000,960,1918
615000,1980,1930
730000,3370,2001
1950000,7420,2002
332500,1800,1995
650000,3990,1990
1400000,4070,2002
465000,1640,1915
690000,3730,1990
289900,1220,1966
1620000,3490,2009
339950,1730,1999
367999,3430,1972
380000,2320,1994
440000,2030,1953
975000,4850,1977
309500,1340,1968
350000,1130,1948
215000,1180,2005
254000,910,1943
567000,1630,1908
402000,710,1943
365000,1520,1948
625000,2820,2014
432000,1970,1942
335500,2240,1968
672500,1860,1956
336000,1780,1919
294400,1788,1990
541900,1880,1988
505000,2300,1977
255000,1610,1994
435000,2270,1964
636000,1230,1925
655000,3420,2004
280500,1670,1953
520000,1120,1946
354000,2580,2005
810000,3847,1975
400000,3630,1979
879900,3580,1979
1288000,4050,1980
902500,3240,1992
900000,1540,1902
419500,2550,2003
685000,2340,1953
429950,2320,2004
464950,1640,2011
239900,910,1983
406250,2550,1990
447000,2660,1997
466800,1480,1996
674000,2810,1962
525000,830,1924
674950,3510,1990
374900,2480,2004
1443920,3720,1905
559500,2150,1984
522500,2370,2003
1130000,4310,1988
498500,2990,1996
571000,1350,1930
543000,2370,1992
271920,1410,1985
104950,1170,1949
485500,1800,1999
1210000,3650,1951
260250,1490,1993
875909,3610,1996
455000,2050,1959
309000,1092,1918
229000,2010,1979
250000,1680,1953
600000,2510,1960
535000,2280,2004
571000,2510,2001
1030000,3190,1976
600000,4690,1995
469500,1850,1977
1150000,4160,2001
785000,2220,1925
872750,2870,1991
900000,3950,1955
350000,1740,2002
2575000,4780,1975
940000,3160,1980
185000,1990,1955
850000,3920,1996
201000,960,1963
499000,1540,1980
315000,1970,2002
509950,1880,1993
286300,2000,1964
590000,1990,1997
325000,1400,1948
625000,3190,1997
378000,1000,1947
239950,1670,1978
550000,2100,1924
325000,1010,1903
831000,2030,1926
249000,1090,1950
484000,2440,1976
395000,2500,2002
839900,3420,2002
760000,2850,1998
750000,2030,1927
3000000,4590,1927
440000,2230,2004
501000,1810,1962
739000,4000,1978
685650,1490,1958
1005000,4225,1985
980000,2120,1929
275000,1030,1968
319950,2310,1976
448500,1830,1985
437000,2120,1913
330000,2500,1966
365000,2470,1990
329000,940,1916
681500,3260,1964
566000,1660,1980
897500,4370,1984
738000,2620,1995
185000,1500,1968
445000,910,1936
175000,1430,1957
315000,900,1941
445000,1250,1959
1400000,3850,1964
832500,3450,1987
771150,3950,2001
225000,1950,1939
389950,1700,2003
435000,2370,2004
845000,1600,1929
1300000,4060,1924
350000,1322,2005
250000,1140,1983
370000,1280,2007
750000,3080,2008
439950,1210,1906
395000,1950,1962
375000,1450,1947
263000,1590,1991
185000,1240,1959
500000,1440,1974
920000,3470,1993
936000,5100,2001
1500000,2430,1952
1100000,2420,1948
247000,1510,1990
289500,1200,1947
432500,2240,2002
680000,1870,1920
589000,1110,1932
756450,3210,1914
536650,2090,1975
540000,1320,1994
385000,1340,1960
485000,1020,1941
240000,1220,1980
415500,1220,1980
550000,1390,1915
1260000,2970,1900
430000,1440,1990
415000,1550,1953
365000,1904,1999
257000,1400,1975
420000,2140,2005
338995,1320,1943
615000,2620,1948
312500,2300,1996
513000,2000,1996
857500,2960,1952
1060000,2700,1977
585000,1740,1958
350500,1770,2003
215000,1290,1947
440000,1450,1962
270000,1420,1985
385000,1330,1924
688500,1760,1927
700000,2010,1912
585000,2560,1960
401000,1260,1983
655000,2420,1972
317000,1010,1959
500000,1770,1970
314963,890,1943
715000,1670,1925
280000,1360,1992
531000,2120,1988
617000,1910,1998
440000,1480,1940
140000,1090,1955
661000,1670,1973
697000,1670,1973
1195000,3650,1969
535000,1970,1969
404500,1320,1910
396500,1710,1954
450000,1740,1977
605000,2200,1988
699000,2010,1999
805000,3910,1985
156000,470,1947
595000,2330,1984
285000,1930,1929
725000,3270,2007
216300,1650,1985
410000,2220,1983
597000,2470,1916
325000,1300,1977
355000,2530,1966
338000,2400,1961
210000,1500,1999
423000,1700,1967
249500,2120,1977
325000,2240,2002
257000,1540,1987
550000,1890,1978
490000,1260,1920
299000,1160,1983
295000,1300,1960
630000,3220,1978
320000,2020,1962
1110000,2990,1959
398000,1420,1953
218000,1020,1956
590000,2400,1988
1595000,3640,1982
348500,1550,2007
592500,1870,2006
505000,2340,1995
1430000,3350,2014
502000,1710,1921
257500,1180,1940
405000,1600,1966
427000,1300,1959
290000,1040,1955
222000,1220,1954
315000,2240,2002
371000,1420,1959
279900,1580,1988
250000,2390,1938
599000,2260,1977
267300,1890,1964
585000,1830,1949
350000,1000,1969
506000,2180,1961
400000,2320,1962
151100,840,1921
251000,840,1921
555000,2350,1977
467500,2040,1997
479000,2370,1996
247000,1590,1962
299500,1380,1977
306888,1940,1980
675000,3320,2001
577000,1090,1947
219950,1650,1967
375000,1110,1940
650000,2110,1942
975000,1850,1900
229000,600,1920
575000,2760,1926
815000,2970,1962
525000,2300,1979
471000,2030,2001
450000,2160,1942
590000,1650,1926
744000,3140,2004
460000,2690,1986
299000,1940,1960
231000,1220,1940
195000,1300,1975
305000,1660,1979
895000,3390,1916
1110000,2310,1950
339000,950,1941
885000,2400,1924
375000,1780,1944
367400,1280,1958
700000,1930,1953
667000,2560,1966
200000,920,1906
552775,1900,1971
452000,2270,1900
418000,2080,1978
601500,1460,1968
600000,1670,1976
340000,2810,1998
310000,2370,1994
290000,1700,1972
438000,1630,1941
718000,2930,1939
200000,860,1949
479900,1980,1994
400000,2080,1987
219950,1060,1957
300000,1590,2000
437000,1980,1959
350000,1720,1971
626000,1350,1954
490000,2080,1978
289000,2090,2002
595000,2030,2008
676000,2680,1989
389000,1820,1980
240000,1300,1983
382500,2210,1993
511555,1400,1963
710500,2040,1917
429000,2420,1985
170000,1920,1962
2135000,3860,1975
480000,2760,1979
1665000,3450,1993
225000,1040,1947
615000,2220,1975
438950,2470,1991
242000,1300,1962
560000,1960,1989
857500,2040,1928
685000,3030,1999
486000,2260,1977
749000,2670,1987
260000,1520,1986
1015000,3610,1930
565000,1130,1942
355000,1480,1991
775000,3540,1970
335000,2100,1963
1300000,3366,1937
545000,1810,1903
540000,1680,1926
687500,2450,1962
115000,1150,1962
227000,1150,1962
870000,3240,2003
1190000,3480,1984
375000,2800,2006
902000,3240,1960
269500,1480,1978
570000,1700,1909
359950,1240,1939
1450000,3720,2008
615000,1910,2001
250000,2120,1960
530000,3020,2002
474950,2250,1987
490000,1650,1947
210000,880,2007
265500,1860,1957
1462500,3840,2008
310000,2192,2006
324500,1590,2003
599000,3700,1962
525000,3670,2005
400000,1630,1953
887500,4230,1951
344000,1060,1932
525000,2700,1991
385000,2110,1975
820000,3720,1999
1305000,3440,2006
549000,2420,1985
180000,1090,1929
589000,2910,1998
350000,1050,1948
197400,1610,1965
267000,1760,1986
480000,1540,1977
650000,2580,1959
600000,1370,1905
490000,1440,2005
225000,1410,1962
640000,1980,1959
710000,2440,2000
325000,1350,1986
595000,3130,1985
128750,880,1950
465000,1920,1961
710000,2700,1937
605000,1670,1917
994000,3470,1963
489950,1820,1983
365000,1310,1950
359950,1790,1998
495000,2460,2006
255000,1060,1973
330000,1340,1961
450000,1480,1971
655000,3500,2005
485000,2910,1969
375000,1940,1974
570000,2280,2003
350000,1190,1998
550000,1260,1951
513000,2270,1965
450000,1990,1965
432500,1500,1901
432000,2060,1989
480000,1950,1983
402200,1790,1980
650000,1520,1951
1199500,3240,1984
312000,2440,1977
610000,2220,1916
823000,2640,1915
471000,1450,1925
481015,1550,1987
1959000,6200,1988
624000,2810,1980
480000,2080,1970
815000,1370,1955
1650000,2920,1966
180000,1000,1940
156601,1210,1984
374950,2790,2004
368000,1660,1908
550000,1650,1950
198000,1300,1980
345000,1090,1968
1712750,2660,1959
185900,940,1909
950000,2750,1978
995000,3850,1998
345000,860,1940
741000,2070,1962
737000,2290,2007
668750,2340,1964
575000,2680,1974
280000,1710,1976
583000,1800,1955
196000,1510,1966
349950,1700,1994
429000,1350,1912
270000,2140,1967
385000,2700,1969
535000,920,1906
352500,1500,1958
624000,1510,1922
215000,1980,1962
870000,4500,1980
440000,3220,2006
518000,1140,2001
259500,1490,1993
795127,4360,1993
290000,960,1955
385000,2253,1957
259950,770,1948
330000,1310,1999
280000,980,1948
595000,1820,1987
925900,3980,2001
499000,3010,1978
325000,1830,1993
895000,2550,1953
162248,800,1944
1072500,2890,1941
430000,1810,1958
615500,1810,1958
260000,940,1949
295000,1810,1973
1186040,2550,1951
749950,2370,2008
175000,1370,1931
415000,1370,1931
190000,1200,1953
625000,2100,1912
420000,2020,1995
339900,1570,1965
160000,1140,1980
353000,1830,2002
390000,1010,1982
675000,1770,1971
400000,2120,2006
1340000,3190,2003
1650000,2780,1951
1000000,3350,1912
850000,3450,1972
275000,1060,1983
450000,1670,2000
305000,2251,1957
643002,1770,1929
468000,1510,1978
324950,1770,2004
290000,1260,1987
488500,1710,1981
367950,2290,1950
285000,790,1956
417000,1820,1991
1115000,3180,1978
1550000,5280,1978
604000,3240,1995
380000,2390,1986
336500,2500,2003
685000,2290,1900
4208000,7440,2003
670000,1600,1946
524000,1120,1910
172000,1340,1968
680000,1670,1911
549900,2830,1987
357000,2700,1988
107000,910,1973
232900,910,1973
800000,2370,1926
248500,880,1999
670000,2050,1956
207000,1180,1958
164000,1070,1961
570500,1380,1954
599990,2680,1978
395000,2100,1961
979500,4133,2000
207000,920,1928
237000,920,1928
650100,1750,1973
385000,1950,1963
335000,1660,1958
347000,2670,1996
204000,980,1954
615000,1780,1971
943500,2370,1980
560000,1640,1941
547500,2610,1975
359500,2030,1968
660000,2590,1987
258000,1620,1988
355000,2040,1980
253500,810,1948
422500,1270,1969
239000,1470,1986
628000,1720,1984
352000,1320,2004
311600,1358,2007
235000,2070,1964
870000,2910,1968
190848,1370,1970
570000,2340,1924
661254,2290,1940
575000,1650,1955
230000,650,1931
680000,2300,1980
148000,620,1939
244900,620,1939
214950,1400,1954
580000,1800,1947
263000,1300,1968
317000,2360,1962
302000,3320,1963
899000,1480,1949
1289000,2190,1956
710000,3740,1990
230000,1360,1980
430000,1210,1941
1169000,4610,2004
397000,860,1927
595000,2250,2003
485000,2030,1976
755000,3260,1950
185000,1840,1953
340000,1840,1953
236000,2000,1997
550000,2810,1992
680000,1780,1925
630000,2540,1997
560000,2340,1971
385000,1480,1943
280000,1358,2007
225000,1750,1979
610000,1830,1990
592500,1170,1947
750000,3170,1992
164000,1530,1977
320000,1100,1947
544000,2030,1994
344950,1870,1978
539500,3080,1990
420000,2480,1968
305000,910,1926
229000,810,1955
1068000,3990,2001
397500,1430,2005
540000,2190,1928
650000,2290,1985
1900000,3020,1942
649000,2260,2005
287500,2020,1936
815000,2620,1949
795000,2830,2001
502775,1700,1976
222900,1110,1944
399950,2150,1969
728000,2650,1994
850000,3870,1994
525000,2530,1998
257000,1450,1910
433500,2200,2009
314950,1890,1969
500000,1530,1977
300000,1590,1956
645000,2690,1985
222500,990,1972
275000,1300,1976
498000,1720,1909
800000,2080,1958
297000,1840,1994
625000,4010,1997
770000,3560,2003
517000,1640,1930
238000,530,1941
234550,1990,1946
230500,1690,1973
585000,2670,1920
733000,1930,1924
357950,810,1952
530000,1550,1927
377500,2640,1999
475000,2320,2006
399000,2170,2008
660000,2080,1926
400000,2070,1958
440000,800,1944
366400,2040,1977
627250,2830,1993
375950,1480,1920
162000,1810,1978
780000,1970,1924
705000,2650,1905
450000,2820,1972
311000,1400,1981
485000,1580,1985
485000,1800,1987
725000,3360,1963
185000,1510,1975
1890000,4285,2013
260000,1610,1990
356000,2470,2004
225205,1200,1977
445000,1260,1949
356000,920,1914
760250,2540,1953
572000,1870,2005
970000,3060,1930
348450,1950,1994
535500,1730,1983
710000,2570,1956
745000,1490,1947
355000,2040,1996
333000,2690,2004
282000,1610,1993
840500,2520,1906
432000,1550,1959
625000,1800,1927
209977,1170,1948
174000,900,1979
740000,2800,1977
518000,1830,1909
539000,1380,1915
575000,1990,1978
530000,1170,2010
242025,1400,1935
1030000,2620,1962
230000,880,1978
350000,2260,1965
595000,1300,1958
440000,1450,1983
550000,1110,1904
940000,1890,1963
375000,1100,2007
567500,1350,1939
735000,3020,1968
114000,730,1928
608000,1390,1913
442500,2710,1980
381800,1530,1981
330000,2170,1919
90000,790,1973
312000,1160,1941
339000,1080,1955
313000,2190,1967
618080,2030,1988
325000,2480,1979
242000,2240,1966
364000,1650,1978
545000,1700,1925
445000,2790,1988
1085500,3010,1980
660000,2550,1964
845000,2880,1989
417000,2090,1907
213800,740,1952
400000,960,1946
759950,2100,2005
990000,2540,2003
710000,1650,1963
315000,770,1910
515000,2280,1977
638000,1660,1922
370000,2020,1946
184000,970,1968
583800,2480,2002
309500,1250,1968
1960000,4430,1998
299000,740,1923
215000,710,1943
410000,1970,1961
478000,820,1939
431000,1000,1918
635000,3080,1997
648000,2410,1973
640000,2370,1993
932808,4690,1995
835000,2280,2002
469775,1530,1942
587000,3610,1989
677915,1740,1923
1075000,3600,1976
671000,3130,1953
695000,3940,2007
205000,2200,1944
350000,1510,1955
360000,1560,1980
313999,1870,2008
300000,2070,1979
452000,1660,1981
495500,2010,1978
288000,1410,1961
227490,1820,1967
470950,2560,1989
735000,2450,2010
730000,3110,1914
412000,2210,1985
589500,2630,2008
291000,2350,1962
1300000,4450,2010
190000,1200,1961
456200,1210,1904
225000,1290,1966
2000000,3490,1968
740000,3360,1997
467000,2660,1948
385000,770,1946
670000,1800,1985
500000,2900,1959
352450,1430,1945
669888,2550,1989
405000,1310,1957
518000,1430,1956
280000,1880,1974
435000,1600,2005
314950,1760,1996
209900,1180,2005
630000,2330,1980
442000,1960,1962
340000,1140,1944
230000,1400,1957
495200,2710,1955
900000,3510,1998
265000,910,1917
489500,2090,1977
335000,1410,1985
585000,3050,1990
800000,2010,1950
379500,2120,1985
475000,1270,1959
520000,1670,1961
515000,1800,2001
577500,1640,1926
269900,1740,1963
329000,1600,1964
458500,1280,1905
890000,1480,1947
361500,1980,2003
2535000,3730,1963
325000,900,1984
1850000,3480,2014
945000,2840,1952
370000,2490,2005
320000,1490,1999
450000,1510,2006
800000,2900,1994
676000,2240,1995
1272500,2040,1921
290000,1460,1972
158000,990,1962
379950,1970,1960
583000,2660,2001
150000,870,1957
261500,1740,1990
278000,2290,2004
555000,2170,1977
355000,2040,1958
375000,1770,1958
227000,2380,1918
335000,2030,1969
680000,2270,1975
686500,1390,1928
410000,1530,1988
425000,1430,1921
562500,2030,1988
345000,2390,2003
627500,2540,1979
355000,1890,1962
335000,1870,1986
350000,1780,1953
590000,1610,1978
252000,1420,1990
1295000,4440,1968
705000,1820,1947
498000,1620,1968
312500,870,1948
260000,1830,1962
209950,2290,1967
610000,1110,1967
500000,1440,1906
850000,3070,1928
689000,2440,1961
470000,2410,1974
640000,2270,2002
290000,2340,1960
258500,1800,1983
1100000,2210,1977
420000,1820,1977
230000,1190,1955
252000,1400,1986
515000,2600,2003
425000,910,1905
575000,1760,1994
390000,860,1909
561500,2310,1968
1350000,2000,1926
835000,2460,1955
245000,1020,1933
475200,1670,2000
425000,790,1941
218000,2010,1952
600000,2600,1999
545000,1890,1967
2408000,4600,1918
460000,2008,1992
425000,880,1950
455000,1700,1955
313100,1730,1994
780000,3910,1987
345500,2160,1999
243000,1200,1975
670000,3860,1973
325000,1320,1983
281000,1280,1951
130000,1100,1913
340000,2170,1995
485000,2720,1977
642860,2520,2014
747000,2560,1911
559950,2650,1979
577288,2870,2008
575000,1230,1920
287000,1450,1953
1149000,3180,2012
335000,1800,1945
375000,2020,1966
325000,620,1926
530000,2190,1976
287000,1980,1977
320000,2970,1979
425000,2270,2006
550000,1630,1954
135000,1520,1961
695000,2080,1924
975000,3020,1977
210000,2180,1950
518000,1780,1951
335500,1370,1930
750000,3050,1984
515000,1490,1956
344500,1800,2002
470000,1760,1958
606150,1770,1967
292000,2910,1998
450000,2880,1979
429000,2520,1957
765000,3190,1988
425000,540,1905
505000,3170,2000
544950,1830,1957
382000,1360,1936
475000,1870,1978
355000,1370,1982
410000,1700,1972
450000,1960,1900
565000,4140,1978
529100,1290,1941
452500,2460,2006
245000,1580,1967
415000,700,1954
610000,2410,1990
363500,2180,1962
510000,1950,1969
650000,2630,1996
290000,2050,1973
170000,790,1944
510000,1070,1900
2280000,13540,1999
316000,2320,1987
690000,2670,1989
199950,700,1952
207000,860,1960
449950,3490,1976
361550,1160,1980
824000,3650,1996
537000,1550,1957
838400,2620,1974
225000,720,1947
329900,1380,1982
282500,1170,1942
229950,1170,1969
500000,1630,1947
495000,1890,1967
149500,1010,1959
726000,2040,1974
899000,4080,1998
317000,1270,1955
395000,790,1953
360000,2580,1999
570000,2290,1996
320000,3490,2003
320000,1510,1976
268000,2400,2004
191000,900,1905
400000,1270,1949
515000,1050,1907
610000,2950,2004
538000,1850,1929
432000,1970,2003
335000,2400,1978
302000,2360,1926
787500,1580,1963
420000,1790,1937
560000,2840,1991
535000,1970,1989
310000,1780,1990
760000,3920,1910
242500,1550,2005
1313000,2980,1911
235000,1270,1949
598780,3040,1963
433200,2075,2002
343000,1110,1942
145000,800,1964
291970,680,1952
599950,1680,1949
1749000,3910,1908
870000,2780,1964
323000,2000,1992
727000,3150,2001
166000,1120,1988
450000,1740,1961
400000,2970,1967
599000,2970,1967
165000,1150,1908
229000,1190,1941
305000,900,1946
930000,2950,2001
542000,1990,1964
214000,1020,1900
718000,2070,2001
349000,1430,2002
305000,2030,1997
498000,1620,1900
799950,4220,1993
737000,2300,1997
860000,3830,2001
339950,2390,1984
249000,1440,1982
370000,910,1910
725000,1550,1964
529000,2380,1976
310000,2060,1988
315000,1880,1981
1300000,3470,1927
435000,2360,1964
350000,1970,1979
240000,1040,1948
410000,1420,1987
430000,2290,2003
446000,1530,1974
240000,1360,1984
595000,3680,1970
215150,920,1969
319950,1070,1949
385000,1590,2000
280000,1600,1991
399950,1510,1974
132500,1080,1967
399950,1330,1916
290000,850,1948
860000,1960,1958
3100000,6980,1999
245000,1530,1948
255000,1320,1956
310000,2320,1976
299000,960,1955
575000,2040,1996
284000,1080,1944
840000,2020,1926
442573,1780,1980
560000,1140,1931
485000,1610,1917
472500,1440,1961
1610000,4270,1996
808000,3460,1987
398000,1890,1950
340000,2240,2003
380000,760,1910
235000,1020,1948
400000,1330,1956
582000,2780,1968
209000,1070,1962
335000,2660,1962
285950,710,1942
645000,3340,1975
312000,1160,1916
663000,2840,1967
443950,2000,1946
315000,1060,1981
302200,1730,1964
770000,2190,1979
374950,1660,1974
330000,2210,1989
230000,870,1942
967000,3100,2010
536500,1720,2000
315000,3120,1993
626000,1040,1924
334009,1650,1960
429000,1010,1924
818000,4020,1987
326000,2166,2013
310000,1880,1997
525000,2260,1947
350000,2010,1986
936000,3330,2001
226000,1520,1954
1250000,3510,2008
428000,1580,1985
329932,1460,1971
539000,1460,1971
275000,1650,1977
590000,2660,1993
782000,3510,1997
575000,2120,1985
509000,1780,1996
290000,2000,1968
305240,1300,1956
555000,2180,1930
317000,1790,1980
430000,1910,1971
850000,1800,1962
469000,2620,1976
327200,1440,1942
835000,2790,1977
360000,2340,1990
372000,2070,1999
453000,2160,1968
275000,2090,1931
475000,2040,1963
310000,1950,1986
173000,1200,1957
313500,2240,1985
345000,1360,2007
436000,1500,1955
244500,1300,1939
206000,1140,1968
890000,2930,2005
329950,2140,1986
250000,1628,1996
246000,1990,1949
440000,1950,1979
395000,1910,1975
305000,820,1918
160000,1470,1985
269000,1470,1985
169500,1060,1962
690500,3130,2014
245560,1260,1957
345000,2200,1987
383000,2580,1958
388500,1350,2007
250000,1350,1985
455500,2290,1973
672000,1220,1954
550000,2750,1958
487000,1430,1959
291375,2220,2001
225000,1490,1946
519950,2440,1974
250000,2070,1990
614950,1500,1900
599500,2020,1984
625000,2190,1952
248500,780,1958
469950,1220,1921
525000,1840,1970
787500,2390,1949
485000,3710,2005
310000,750,1919
280000,2110,1966
200000,1020,1922
490000,3080,2006
146000,900,1969
500000,3720,1986
242500,940,1959
324950,1040,1959
231500,1000,1943
300000,2080,1989
545000,2500,1997
350000,1050,1955
467100,1620,1973
180000,1610,1959
749000,2130,1920
245000,1460,1989
260000,1600,1962
490000,1730,1985
565000,2280,2003
330000,2430,1983
295000,1380,1963
725000,1790,1903
1135000,3370,1999
680000,2920,1956
490000,2180,1947
635000,1480,1926
750000,2350,1979
330000,2440,1983
270000,1350,2007
340000,1970,1997
413252,1110,1951
600000,2950,2007
726888,2970,1999
285000,720,1943
365000,770,1929
295000,1650,1964
460000,1620,1969
230000,1510,1947
337000,1070,1951
300000,1010,1957
2300000,3370,1962
360000,2000,2003
585000,2060,1987
182700,1740,1978
305000,1740,1978
309950,1880,1994
550000,960,1972
825000,3280,1985
998500,1570,1914
644500,2990,2004
320000,1250,1968
266950,1920,2005
633100,2470,1993
395000,960,1951
259250,940,1947
300000,1260,1968
413000,2280,1977
435000,1740,1958
