age,job,marital,education,default,balance,housing,loan,last_contact_duration,campaign_contacs,passed _days,previous_contacts ,previous_marketing_outcome,successful_marketing
34,management,single,tertiary,no,618,yes,no,119,4,,0,unknown,0
35,services,single,secondary,no,1063,yes,yes,327,1,,0,unknown,0
56,admin.,divorced,secondary,no,985,no,yes,150,2,,0,unknown,0
45,blue-collar,married,secondary,no,2926,yes,yes,482,3,120,2,failure,0
31,admin.,single,secondary,no,-449,yes,no,81,2,,0,unknown,0
37,entrepreneur,divorced,tertiary,no,66,no,no,1164,2,,0,unknown,1
43,admin.,married,secondary,no,0,yes,no,674,3,,0,unknown,0
40,management,married,unknown,no,419,yes,no,347,1,,0,unknown,0
44,management,married,primary,no,4758,yes,no,712,6,,0,unknown,1
38,admin.,single,secondary,no,-23,no,no,48,2,,0,unknown,0
58,management,divorced,tertiary,no,1573,yes,yes,279,1,,0,unknown,0
24,blue-collar,single,secondary,no,77,yes,no,236,2,,0,unknown,0
53,services,married,secondary,no,1378,yes,no,91,2,,0,unknown,0
36,blue-collar,married,secondary,no,-73,yes,yes,15,8,,0,unknown,0
28,blue-collar,married,primary,no,60,yes,no,161,1,337,1,failure,0
45,blue-collar,married,primary,no,137,yes,yes,187,19,,0,unknown,0
32,admin.,single,tertiary,no,1583,yes,no,100,1,182,1,failure,0
46,admin.,married,secondary,no,-121,yes,yes,214,4,,0,unknown,0
28,blue-collar,single,secondary,no,1065,yes,yes,406,1,317,1,failure,0
51,unemployed,married,secondary,no,-13,yes,no,361,1,364,1,failure,0
51,blue-collar,married,primary,no,1869,no,no,30,3,,0,unknown,0
30,technician,single,secondary,no,4787,yes,no,99,2,,0,unknown,0
39,technician,married,secondary,yes,-183,yes,no,202,2,,0,unknown,0
28,blue-collar,married,primary,no,702,yes,no,318,2,,0,unknown,0
31,management,single,tertiary,no,1494,no,no,275,12,,0,unknown,0
31,blue-collar,married,primary,no,0,yes,yes,59,4,,0,unknown,0
38,management,married,tertiary,no,46,no,no,70,4,,0,unknown,0
31,blue-collar,single,secondary,no,609,yes,no,1126,1,335,1,failure,0
74,retired,divorced,secondary,no,4079,no,no,343,3,,0,unknown,1
40,management,single,tertiary,no,0,yes,no,228,2,182,6,failure,1
43,technician,married,secondary,no,7876,yes,no,209,2,,0,unknown,0
34,technician,single,tertiary,no,925,yes,no,709,1,,0,unknown,1
54,management,divorced,tertiary,no,7010,no,no,275,2,,0,unknown,0
51,blue-collar,married,primary,no,42,yes,no,51,2,342,3,failure,0
33,blue-collar,married,secondary,no,285,no,yes,267,1,,0,unknown,0
41,technician,married,tertiary,no,0,no,no,95,1,,0,unknown,0
33,management,single,tertiary,no,3170,no,no,246,2,,0,unknown,0
48,admin.,married,secondary,no,8,no,yes,46,1,,0,unknown,0
42,self-employed,divorced,tertiary,no,216,yes,no,144,3,,0,unknown,0
35,management,single,tertiary,no,2975,no,no,249,2,,0,unknown,0
25,admin.,married,secondary,no,894,yes,no,328,1,,0,unknown,0
38,blue-collar,single,primary,no,490,yes,yes,17,1,,0,unknown,0
45,entrepreneur,married,secondary,no,245,yes,no,126,3,,0,unknown,0
59,management,divorced,tertiary,no,0,yes,no,52,8,,0,unknown,0
47,management,married,unknown,no,150,no,no,52,1,,0,unknown,0
33,management,married,tertiary,no,4,yes,no,285,5,,0,unknown,0
59,management,married,primary,no,1727,no,no,500,4,358,2,failure,1
41,blue-collar,divorced,primary,no,664,no,yes,955,5,,0,unknown,1
42,technician,married,secondary,no,473,yes,no,216,5,,0,unknown,0
51,technician,divorced,tertiary,no,0,no,no,84,7,,0,unknown,0
45,management,married,tertiary,no,-192,yes,no,138,3,,0,unknown,0
30,management,married,tertiary,no,1942,yes,yes,436,2,178,3,other,1
33,blue-collar,single,secondary,no,5137,yes,no,123,1,,0,unknown,0
43,management,married,tertiary,no,13044,no,no,36,4,,0,unknown,0
37,blue-collar,married,secondary,no,1053,no,no,405,3,,0,unknown,0
73,retired,married,primary,no,154,no,no,103,1,,0,unknown,0
43,blue-collar,married,secondary,no,625,yes,no,175,1,,0,unknown,0
52,unemployed,married,primary,no,255,no,yes,374,3,,0,unknown,0
44,management,married,tertiary,no,529,yes,no,129,4,,0,unknown,0
56,management,married,tertiary,no,318,no,yes,246,3,,0,unknown,0
21,services,single,secondary,no,1903,yes,no,107,2,,0,unknown,0
43,unknown,married,tertiary,no,1937,no,no,385,1,,0,unknown,0
54,management,married,primary,no,3859,no,yes,104,3,,0,unknown,0
59,technician,married,primary,no,4198,no,no,309,1,91,10,success,1
52,blue-collar,married,primary,no,230,yes,no,198,2,170,2,failure,0
31,admin.,single,secondary,no,747,yes,no,543,2,,0,unknown,1
53,admin.,married,secondary,no,263,no,yes,143,7,,0,unknown,0
24,technician,single,secondary,no,-46,yes,no,23,1,,0,unknown,0
57,retired,married,secondary,no,0,no,yes,104,2,,0,unknown,0
48,technician,married,secondary,no,568,yes,no,378,2,386,1,success,1
57,technician,married,secondary,no,1469,yes,no,364,1,,0,unknown,0
51,technician,married,secondary,no,18,no,yes,363,6,,0,unknown,0
50,management,divorced,tertiary,no,201,yes,no,248,1,,0,unknown,0
34,blue-collar,married,secondary,no,1412,yes,yes,157,2,,0,unknown,0
43,blue-collar,married,primary,no,-93,yes,no,402,2,,0,unknown,0
31,services,married,secondary,no,-331,yes,no,203,5,,0,unknown,0
29,blue-collar,married,unknown,no,486,yes,no,422,1,363,1,failure,0
39,blue-collar,married,primary,no,694,yes,no,44,1,,0,unknown,0
36,management,single,tertiary,no,2806,yes,no,358,4,,0,unknown,0
38,unemployed,single,tertiary,no,0,no,no,39,2,,0,unknown,0
56,management,divorced,tertiary,no,2959,yes,no,325,1,,0,unknown,0
41,housemaid,divorced,primary,no,22,yes,no,238,3,126,4,other,0
47,technician,married,secondary,no,1167,yes,no,968,1,87,5,failure,1
38,management,single,tertiary,no,35,yes,no,156,1,273,3,failure,0
80,retired,married,secondary,no,8304,no,no,681,1,118,11,success,0
37,services,married,secondary,no,4760,yes,no,187,2,,0,unknown,0
44,management,single,tertiary,no,-1313,yes,yes,104,10,,0,unknown,0
33,blue-collar,single,secondary,no,697,no,no,860,2,,0,unknown,1
53,technician,married,secondary,no,230,no,yes,112,2,,0,unknown,0
69,retired,married,tertiary,no,473,no,no,112,1,78,1,failure,0
46,technician,married,secondary,no,1427,yes,no,32,3,,0,unknown,0
30,management,single,tertiary,no,201,yes,no,325,2,,0,unknown,1
31,self-employed,single,secondary,no,1086,no,no,410,1,,0,unknown,0
38,management,divorced,tertiary,no,4335,yes,no,640,1,,0,unknown,0
34,services,divorced,secondary,no,44,no,no,118,1,,0,unknown,0
48,unknown,married,unknown,no,286,no,no,166,2,,0,unknown,0
46,blue-collar,divorced,primary,no,216,no,no,173,1,,0,unknown,0
42,admin.,married,secondary,no,214,yes,no,21,24,,0,unknown,0
41,blue-collar,married,secondary,no,343,yes,no,89,7,,0,unknown,0
33,blue-collar,married,secondary,no,-77,yes,no,151,3,,0,unknown,0
39,blue-collar,married,primary,no,1046,no,no,112,4,,0,unknown,0
27,student,single,secondary,no,1566,no,no,164,5,,0,unknown,0
26,management,single,tertiary,no,592,no,no,145,2,164,1,other,0
38,management,single,tertiary,no,104,yes,no,606,3,,0,unknown,1
48,blue-collar,married,secondary,no,0,yes,no,105,1,,0,unknown,0
54,services,married,secondary,no,-22,no,yes,85,1,,0,unknown,0
51,services,married,secondary,no,0,no,no,439,3,,0,unknown,0
47,technician,married,secondary,no,72,no,no,278,1,,0,unknown,0
53,technician,married,secondary,no,100,no,no,205,4,,0,unknown,0
35,blue-collar,married,primary,no,319,yes,no,221,1,,0,unknown,0
58,management,married,tertiary,no,9339,yes,no,52,3,172,3,other,0
52,management,divorced,tertiary,no,50,yes,no,84,3,,0,unknown,0
57,retired,married,secondary,yes,32,yes,no,476,3,,0,unknown,0
52,management,married,tertiary,no,6922,no,no,371,1,,0,unknown,0
35,management,single,tertiary,no,633,yes,no,128,3,,0,unknown,0
48,technician,married,secondary,no,4265,yes,no,220,2,,0,unknown,0
46,entrepreneur,married,tertiary,no,2262,no,no,44,14,,0,unknown,0
39,services,married,secondary,no,1970,yes,no,30,1,404,2,success,0
38,self-employed,divorced,tertiary,no,1513,no,no,330,1,342,1,failure,0
34,entrepreneur,married,secondary,no,4659,yes,no,28,1,,0,unknown,0
47,entrepreneur,married,primary,no,668,no,no,908,1,,0,unknown,0
35,management,divorced,tertiary,no,649,no,no,177,1,,0,unknown,0
46,blue-collar,divorced,primary,no,452,yes,no,113,4,,0,unknown,0
27,admin.,single,secondary,no,-145,yes,no,289,8,,0,unknown,0
31,blue-collar,married,secondary,no,-498,yes,no,357,1,,0,unknown,0
31,management,single,tertiary,no,0,no,no,38,16,,0,unknown,0
46,admin.,married,secondary,no,22,yes,no,414,4,,0,unknown,0
31,admin.,married,secondary,no,2304,yes,no,257,2,,0,unknown,0
33,management,married,tertiary,no,1412,yes,no,480,1,,0,unknown,1
42,housemaid,married,primary,no,145,no,no,252,2,,0,unknown,0
33,management,single,primary,no,4897,yes,no,151,1,,0,unknown,0
40,housemaid,married,primary,no,1832,no,no,213,4,,0,unknown,0
51,blue-collar,married,primary,no,3726,no,yes,119,12,,0,unknown,0
31,unemployed,married,tertiary,no,591,no,no,161,2,,0,unknown,0
62,retired,divorced,tertiary,no,0,no,no,227,2,,0,unknown,1
24,student,single,secondary,no,508,yes,no,12,3,374,1,other,0
48,unemployed,married,secondary,no,817,no,no,517,1,282,4,success,1
41,technician,divorced,secondary,no,348,yes,no,225,2,275,2,failure,0
43,management,married,tertiary,no,291,yes,no,150,2,,0,unknown,0
52,technician,married,secondary,no,3554,no,yes,89,1,,0,unknown,0
54,blue-collar,married,primary,no,781,yes,no,103,2,,0,unknown,0
32,technician,divorced,tertiary,no,267,no,no,128,1,,0,unknown,0
38,blue-collar,married,primary,no,1327,yes,no,277,1,,0,unknown,0
41,admin.,married,primary,no,-306,yes,no,500,1,,0,unknown,1
31,blue-collar,single,primary,no,864,yes,no,113,2,,0,unknown,0
35,housemaid,married,tertiary,no,1265,yes,no,326,5,179,4,failure,1
26,admin.,married,secondary,no,0,no,no,755,1,,0,unknown,0
52,technician,married,tertiary,no,214,no,no,161,3,,0,unknown,0
58,retired,married,secondary,no,425,yes,yes,100,1,,0,unknown,0
57,housemaid,married,tertiary,no,3,no,no,142,2,,0,unknown,0
34,management,married,tertiary,no,0,yes,no,214,2,,0,unknown,0
59,blue-collar,married,primary,no,0,no,no,167,2,,0,unknown,0
27,technician,single,secondary,no,282,no,yes,676,5,,0,unknown,0
42,entrepreneur,married,tertiary,no,0,no,no,236,1,,0,unknown,0
47,housemaid,single,tertiary,no,3727,no,no,993,6,,0,unknown,1
33,blue-collar,married,secondary,no,0,yes,yes,83,12,,0,unknown,0
31,services,single,secondary,no,864,yes,no,100,1,,0,unknown,0
37,management,married,tertiary,no,4089,yes,no,289,2,174,4,other,1
29,blue-collar,married,secondary,no,-478,no,yes,528,2,,0,unknown,0
38,unemployed,married,primary,no,-363,no,no,340,2,,0,unknown,0
35,self-employed,married,secondary,no,8883,no,no,33,3,,0,unknown,0
31,technician,single,secondary,no,1970,no,no,284,3,,0,unknown,0
62,management,married,tertiary,no,1859,no,no,245,3,,0,unknown,1
32,technician,single,tertiary,no,1059,yes,no,115,1,,0,unknown,0
31,services,married,secondary,no,388,yes,no,730,2,,0,unknown,0
51,blue-collar,divorced,primary,no,602,yes,no,347,1,284,2,failure,0
29,services,single,secondary,no,0,no,no,58,1,,0,unknown,0
43,blue-collar,married,primary,no,255,yes,no,180,1,,0,unknown,0
36,blue-collar,married,secondary,no,63,yes,no,56,8,,0,unknown,0
34,self-employed,married,primary,no,712,yes,no,326,3,,0,unknown,0
29,services,married,secondary,no,57,yes,no,342,9,,0,unknown,0
57,retired,married,secondary,no,523,no,yes,49,6,,0,unknown,0
43,management,married,tertiary,no,422,no,no,110,1,,0,unknown,0
33,services,married,secondary,no,386,no,no,253,1,92,4,failure,1
60,management,married,tertiary,no,3387,no,no,636,2,,0,unknown,0
51,technician,married,primary,no,260,no,no,137,2,,0,unknown,0
40,admin.,single,secondary,no,-1,no,no,173,1,,0,unknown,0
51,technician,married,secondary,no,1490,yes,no,227,2,,0,unknown,0
38,services,married,secondary,no,497,yes,yes,88,5,,0,unknown,0
35,technician,married,secondary,no,1707,yes,no,426,3,,0,unknown,0
47,technician,married,secondary,no,826,yes,no,195,3,112,8,other,0
45,blue-collar,married,primary,no,907,no,no,230,8,,0,unknown,0
40,services,married,secondary,no,1836,yes,no,750,2,,0,unknown,1
29,entrepreneur,single,secondary,no,404,no,no,413,3,,0,unknown,0
52,management,divorced,tertiary,no,907,yes,no,104,2,,0,unknown,0
26,technician,married,secondary,no,18,yes,yes,138,1,,0,unknown,0
31,blue-collar,single,primary,no,-495,yes,no,334,2,,0,unknown,0
55,services,married,unknown,no,1210,yes,no,868,1,,0,unknown,0
35,services,married,secondary,no,819,yes,no,102,14,,0,unknown,0
56,management,divorced,tertiary,no,442,no,no,77,3,,0,unknown,0
28,blue-collar,single,secondary,no,-46,yes,no,199,1,92,14,success,1
27,student,single,secondary,no,671,yes,no,332,2,,0,unknown,0
30,technician,married,secondary,no,371,no,no,124,2,,0,unknown,0
51,technician,married,tertiary,no,-3,no,no,91,9,,0,unknown,0
33,management,married,secondary,no,11,yes,no,104,3,,0,unknown,0
32,blue-collar,single,secondary,no,33,yes,no,125,1,368,4,failure,0
43,entrepreneur,married,secondary,no,104,yes,no,635,3,,0,unknown,1
46,blue-collar,married,primary,no,174,no,yes,90,1,,0,unknown,0
32,management,married,tertiary,no,3107,yes,yes,310,1,,0,unknown,0
40,services,married,secondary,no,1438,yes,no,207,1,351,2,failure,0
39,blue-collar,married,secondary,no,1367,no,no,43,1,,0,unknown,0
51,blue-collar,married,primary,no,-11,no,no,126,4,,0,unknown,0
46,admin.,single,secondary,no,1693,yes,no,137,1,97,1,success,0
43,blue-collar,married,primary,no,778,yes,yes,284,5,,0,unknown,0
36,technician,married,tertiary,no,837,no,no,68,6,,0,unknown,0
48,management,married,tertiary,no,363,no,no,67,1,,0,unknown,0
26,admin.,single,secondary,no,236,yes,yes,8,2,,0,unknown,0
39,admin.,single,unknown,no,0,yes,no,62,1,,0,unknown,0
47,management,married,tertiary,no,-50,no,yes,175,1,,0,unknown,0
23,entrepreneur,single,primary,no,4,yes,no,395,2,,0,unknown,1
54,management,divorced,tertiary,no,26306,yes,no,27,1,84,3,failure,0
38,admin.,married,secondary,no,46,yes,yes,195,1,,0,unknown,0
33,technician,married,secondary,no,575,no,yes,254,2,,0,unknown,0
35,admin.,divorced,secondary,no,148,no,yes,199,1,,0,unknown,0
52,services,married,secondary,no,431,no,no,73,17,,0,unknown,0
25,technician,single,tertiary,no,777,yes,no,351,1,,0,unknown,0
29,management,married,tertiary,no,199,yes,yes,1689,4,,0,unknown,1
35,technician,single,tertiary,no,3552,no,no,267,1,,0,unknown,0
49,services,married,secondary,no,47,no,no,234,2,,0,unknown,0
41,admin.,divorced,secondary,no,3823,no,no,234,10,,0,unknown,0
32,management,married,tertiary,no,138,no,no,94,4,,0,unknown,0
29,admin.,single,secondary,no,1117,yes,no,77,2,,0,unknown,0
28,blue-collar,married,secondary,no,1325,yes,no,242,1,,0,unknown,0
59,retired,married,secondary,no,0,no,no,247,4,,0,unknown,0
34,entrepreneur,married,tertiary,no,4343,no,no,85,4,,0,unknown,0
55,management,divorced,tertiary,no,1598,no,no,607,4,,0,unknown,0
34,management,married,tertiary,no,3301,yes,no,485,2,227,4,failure,1
24,student,single,secondary,no,822,no,no,184,1,91,2,failure,1
42,technician,divorced,secondary,no,-280,yes,no,258,1,,0,unknown,0
34,management,single,unknown,no,1534,yes,no,156,1,147,7,other,0
34,admin.,married,secondary,no,1671,no,no,160,1,,0,unknown,0
51,self-employed,married,tertiary,no,2007,no,no,1021,1,,0,unknown,0
58,blue-collar,married,primary,no,0,yes,no,5,25,,0,unknown,0
44,technician,married,secondary,no,2776,yes,no,701,1,,0,unknown,1
33,blue-collar,married,secondary,no,139,yes,yes,732,2,291,5,failure,1
34,management,married,tertiary,no,573,no,no,122,1,,0,unknown,0
34,admin.,married,secondary,no,475,yes,no,559,1,,0,unknown,0
42,blue-collar,divorced,secondary,no,47,yes,yes,141,1,,0,unknown,0
46,management,single,tertiary,no,2154,yes,no,87,4,,0,unknown,0
31,self-employed,single,tertiary,no,96,no,no,577,1,,0,unknown,0
39,entrepreneur,married,tertiary,no,83,yes,no,193,2,,0,unknown,0
34,management,single,tertiary,no,6766,no,no,210,5,,0,unknown,0
47,technician,married,secondary,no,3973,no,no,732,2,,0,unknown,0
42,services,divorced,secondary,no,372,yes,yes,121,2,,0,unknown,0
48,blue-collar,single,secondary,no,-552,no,yes,150,2,,0,unknown,0
30,self-employed,single,tertiary,no,48,no,no,140,1,,0,unknown,0
38,technician,married,secondary,no,7696,yes,no,386,2,,0,unknown,0
24,services,married,secondary,no,4500,yes,no,733,2,,0,unknown,1
34,technician,married,secondary,no,1,yes,no,108,1,,0,unknown,0
46,management,single,tertiary,no,46,no,yes,80,1,152,1,failure,0
32,admin.,divorced,secondary,yes,-18,yes,no,155,3,,0,unknown,0
46,services,married,secondary,no,451,yes,yes,389,4,,0,unknown,0
26,self-employed,married,tertiary,no,479,yes,no,133,3,,0,unknown,0
42,blue-collar,married,secondary,no,0,yes,no,328,6,,0,unknown,0
50,technician,married,secondary,no,1130,yes,no,119,2,,0,unknown,0
41,blue-collar,married,primary,no,389,yes,no,87,6,,0,unknown,0
34,admin.,single,secondary,no,10,no,yes,162,1,173,3,failure,0
32,services,married,secondary,no,401,yes,no,294,2,,0,unknown,0
58,housemaid,single,tertiary,no,145,yes,yes,128,2,,0,unknown,0
45,technician,married,secondary,no,115,yes,no,108,1,,0,unknown,0
28,admin.,single,secondary,no,89,yes,yes,172,2,,0,unknown,0
35,technician,married,secondary,no,94,yes,yes,208,5,,0,unknown,0
39,services,married,secondary,no,1438,yes,no,212,2,,0,unknown,0
49,unemployed,divorced,tertiary,no,780,no,no,148,1,871,2,failure,0
50,management,married,tertiary,no,207,yes,no,99,1,,0,unknown,0
37,management,married,tertiary,no,238,no,no,185,1,92,1,success,1
45,blue-collar,married,primary,no,2433,no,no,133,2,,0,unknown,0
30,housemaid,single,secondary,no,1924,no,no,170,1,,0,unknown,0
48,unemployed,married,tertiary,no,-471,yes,no,668,7,,0,unknown,0
36,management,single,tertiary,no,1531,yes,no,81,3,170,1,failure,0
41,management,single,secondary,no,764,no,no,230,2,,0,unknown,0
55,blue-collar,married,secondary,no,383,no,no,287,1,,0,unknown,0
70,retired,married,primary,no,3782,no,no,618,1,,0,unknown,0
41,management,married,tertiary,no,326,yes,no,788,1,,0,unknown,1
47,services,divorced,secondary,no,691,no,no,285,6,,0,unknown,0
34,technician,single,secondary,no,0,no,no,163,2,,0,unknown,0
33,management,single,tertiary,no,99,no,no,159,1,,0,unknown,0
58,retired,married,secondary,no,502,yes,no,197,2,370,3,failure,0
51,management,married,tertiary,no,-15,no,no,212,2,,0,unknown,0
45,management,married,tertiary,no,1929,yes,no,44,15,,0,unknown,0
55,admin.,married,secondary,no,0,no,no,180,2,238,3,success,0
30,blue-collar,single,primary,no,185,no,no,11,1,,0,unknown,0
33,management,single,secondary,no,-424,yes,no,863,1,,0,unknown,0
27,services,single,secondary,no,0,yes,no,388,7,,0,unknown,0
59,retired,married,secondary,no,319,yes,no,143,3,,0,unknown,0
34,management,single,tertiary,no,171,yes,no,191,1,294,1,failure,0
47,technician,divorced,tertiary,no,-1148,yes,yes,62,2,,0,unknown,0
44,blue-collar,married,primary,no,-11,yes,no,13,1,,0,unknown,0
35,admin.,single,secondary,no,0,yes,no,1073,1,,0,unknown,1
45,management,married,tertiary,no,-206,yes,no,337,2,,0,unknown,0
42,blue-collar,married,primary,no,704,yes,yes,88,10,,0,unknown,0
38,technician,married,secondary,no,1931,no,no,167,1,298,10,other,0
34,technician,single,secondary,no,943,no,no,96,4,,0,unknown,0
35,technician,married,secondary,no,327,yes,no,537,3,,0,unknown,0
29,management,single,secondary,no,-105,yes,no,5,3,,0,unknown,0
58,retired,married,secondary,no,983,no,no,139,1,,0,unknown,0
44,blue-collar,single,primary,no,787,yes,no,570,2,,0,unknown,0
45,entrepreneur,married,tertiary,no,0,yes,no,100,3,,0,unknown,0
43,blue-collar,married,secondary,no,3060,yes,no,253,2,,0,unknown,0
44,services,married,secondary,no,5780,yes,no,525,2,,0,unknown,0
30,technician,single,secondary,no,790,no,no,696,3,,0,unknown,0
38,unemployed,married,tertiary,no,1449,no,no,535,6,,0,unknown,0
50,technician,married,secondary,no,1412,no,no,131,3,,0,unknown,0
21,student,single,secondary,no,681,no,no,6,1,,0,unknown,0
38,entrepreneur,married,tertiary,no,228,yes,no,105,1,,0,unknown,0
42,admin.,married,secondary,no,0,no,no,370,1,,0,unknown,0
45,technician,single,tertiary,no,2087,no,no,29,14,,0,unknown,0
34,entrepreneur,married,secondary,no,2,yes,yes,184,1,167,6,failure,0
48,technician,married,secondary,no,197,no,yes,47,2,222,3,other,0
34,services,married,secondary,no,0,no,yes,193,4,,0,unknown,0
32,blue-collar,married,secondary,no,1905,yes,no,709,2,,0,unknown,1
35,technician,married,tertiary,no,118,no,no,358,2,,0,unknown,0
39,entrepreneur,married,tertiary,no,2644,yes,no,253,1,,0,unknown,0
36,self-employed,married,tertiary,no,16430,yes,no,197,3,,0,unknown,0
35,technician,married,secondary,no,13,no,no,94,2,,0,unknown,0
57,services,divorced,secondary,no,14,no,yes,445,2,,0,unknown,0
28,technician,single,secondary,no,769,yes,no,153,1,371,2,failure,0
43,admin.,married,unknown,no,3485,no,no,113,1,,0,unknown,0
57,management,married,secondary,no,139,no,no,80,1,,0,unknown,0
34,services,divorced,secondary,no,202,yes,no,318,1,,0,unknown,0
36,technician,married,tertiary,no,6,yes,no,100,1,435,1,failure,0
47,management,divorced,tertiary,no,2515,no,no,40,3,,0,unknown,0
36,management,divorced,tertiary,no,5195,yes,no,55,25,,0,unknown,0
33,management,married,tertiary,no,2098,no,no,67,1,,0,unknown,0
57,management,married,tertiary,no,320,no,no,76,2,,0,unknown,0
57,management,married,tertiary,no,3431,yes,no,73,1,,0,unknown,0
34,admin.,married,secondary,no,50,yes,no,89,2,,0,unknown,0
51,housemaid,divorced,tertiary,no,370,yes,no,109,3,,0,unknown,0
54,blue-collar,divorced,primary,no,-182,no,no,98,1,,0,unknown,0
52,self-employed,single,tertiary,no,1623,yes,no,21,17,,0,unknown,0
43,entrepreneur,married,tertiary,no,13342,yes,no,465,1,,0,unknown,0
58,retired,single,primary,no,6570,no,no,106,3,,0,unknown,0
53,admin.,married,secondary,no,225,yes,no,304,1,340,1,failure,0
44,management,married,secondary,no,-665,no,no,342,3,,0,unknown,0
29,management,single,tertiary,no,0,no,no,16,25,,0,unknown,0
27,services,single,secondary,no,54,yes,no,543,2,,0,unknown,1
35,blue-collar,married,primary,no,46,no,no,338,3,,0,unknown,0
40,self-employed,married,secondary,no,2,no,no,197,5,,0,unknown,0
34,blue-collar,married,secondary,no,103,yes,yes,956,2,,0,unknown,0
38,admin.,single,secondary,no,883,yes,no,95,1,327,9,other,0
32,services,married,secondary,no,55,yes,no,546,9,,0,unknown,0
41,admin.,married,secondary,no,8238,yes,yes,124,4,,0,unknown,0
25,blue-collar,single,secondary,no,913,yes,no,113,4,,0,unknown,0
38,blue-collar,divorced,secondary,no,595,yes,no,245,3,,0,unknown,0
26,technician,single,secondary,no,7,yes,no,188,2,,0,unknown,0
37,technician,single,tertiary,no,1661,no,no,199,5,,0,unknown,0
30,management,married,tertiary,no,102,yes,no,470,7,426,3,other,1
36,services,married,secondary,no,338,no,no,90,1,,0,unknown,0
33,management,married,secondary,no,3132,yes,no,350,5,,0,unknown,0
33,admin.,single,tertiary,no,490,yes,no,31,1,363,2,failure,0
35,management,married,tertiary,no,2682,yes,no,156,1,,0,unknown,0
24,services,married,tertiary,no,0,yes,no,299,1,,0,unknown,0
29,unemployed,married,secondary,no,596,no,no,510,2,,0,unknown,0
54,blue-collar,married,secondary,no,2059,yes,no,177,4,,0,unknown,0
27,admin.,married,secondary,no,132,no,no,123,2,,0,unknown,0
34,management,married,secondary,no,0,no,no,270,1,,0,unknown,0
39,blue-collar,married,primary,no,385,yes,no,225,4,,0,unknown,0
38,management,married,tertiary,no,223,no,no,63,1,,0,unknown,0
37,management,married,tertiary,no,0,yes,no,247,13,,0,unknown,0
26,services,single,secondary,no,512,yes,yes,206,5,239,3,failure,0
36,entrepreneur,married,tertiary,no,1169,yes,no,168,2,,0,unknown,0
35,management,single,tertiary,no,71,yes,no,836,12,,0,unknown,0
30,management,single,tertiary,no,940,no,no,131,2,,0,unknown,0
25,technician,single,secondary,no,-80,yes,yes,89,1,,0,unknown,0
34,technician,married,secondary,no,0,yes,no,116,4,,0,unknown,0
52,unknown,married,unknown,no,1317,no,no,58,1,,0,unknown,0
39,admin.,married,secondary,no,179,no,no,36,1,,0,unknown,0
34,management,married,secondary,no,1007,yes,no,240,2,,0,unknown,0
34,management,single,secondary,no,0,no,no,132,4,,0,unknown,0
30,services,married,secondary,no,1286,yes,yes,544,1,,0,unknown,0
33,services,married,secondary,no,804,yes,yes,266,1,,0,unknown,0
30,student,single,secondary,no,4,no,no,443,2,,0,unknown,0
51,blue-collar,married,primary,no,0,yes,no,324,1,,0,unknown,0
36,services,single,secondary,no,417,yes,no,15,10,207,3,failure,0
48,blue-collar,married,primary,no,1678,no,no,263,2,,0,unknown,0
37,services,divorced,secondary,no,532,yes,no,199,1,,0,unknown,0
58,management,married,secondary,no,407,yes,no,145,2,,0,unknown,0
56,management,divorced,tertiary,no,659,no,yes,56,1,,0,unknown,0
34,blue-collar,married,secondary,no,393,yes,no,11,9,,0,unknown,0
33,admin.,divorced,secondary,no,661,yes,no,411,1,173,2,other,0
26,services,single,secondary,no,0,no,no,165,23,,0,unknown,0
40,management,single,unknown,no,838,yes,no,619,3,,0,unknown,0
35,services,married,secondary,no,195,yes,no,203,1,,0,unknown,0
45,entrepreneur,married,secondary,no,68,yes,no,254,1,,0,unknown,0
37,technician,single,secondary,no,-242,yes,no,1149,6,,0,unknown,1
35,management,divorced,tertiary,no,321,yes,no,189,1,,0,unknown,0
43,services,single,secondary,no,3403,yes,no,707,2,97,2,success,1
28,blue-collar,married,secondary,no,8,yes,no,196,1,,0,unknown,0
32,blue-collar,divorced,secondary,no,739,yes,no,171,1,,0,unknown,0
26,unemployed,single,secondary,no,622,no,no,1451,2,,0,unknown,1
35,services,married,secondary,no,152,yes,no,563,1,,0,unknown,1
35,technician,single,secondary,no,2,no,no,239,4,,0,unknown,0
39,blue-collar,married,secondary,no,1439,yes,no,73,6,,0,unknown,0
42,blue-collar,divorced,secondary,no,1491,yes,no,203,2,334,2,failure,0
32,technician,single,secondary,no,6402,yes,no,158,1,167,1,success,0
30,unemployed,married,secondary,no,1210,no,no,100,4,,0,unknown,0
26,management,single,tertiary,no,122,no,yes,160,1,,0,unknown,0
30,student,single,secondary,no,0,yes,no,661,1,,0,unknown,0
32,management,married,tertiary,no,62,yes,no,166,1,,0,unknown,0
47,services,married,secondary,no,3333,yes,yes,114,2,,0,unknown,0
33,technician,married,tertiary,no,16992,yes,no,58,1,,0,unknown,0
57,blue-collar,married,primary,no,23,yes,no,25,8,,0,unknown,0
35,admin.,married,secondary,no,0,yes,no,121,2,,0,unknown,0
53,technician,married,tertiary,no,6072,no,yes,226,4,,0,unknown,0
24,retired,single,secondary,no,366,no,yes,234,2,,0,unknown,0
54,management,divorced,tertiary,no,0,no,yes,88,1,,0,unknown,0
31,management,married,tertiary,no,1343,yes,yes,85,1,,0,unknown,0
